Name    Coefficient     Coefficient_std_error   Coefficient_P_value
A06.407.312.782.Testis	1.8169492442000002e-09	1.21765875877e-09	0.067827790244
A11.329.114.Adipocytes	2.51804409042e-09	1.77161263718e-09	0.0776105951464
A11.872.190.Embryonic.Stem.Cells	2.81652052736e-09	1.9945309535799997e-09	0.0789570587752
A05.360.Genitalia	1.8820266814800003e-09	1.3773775869899998e-09	0.0859092357822
A11.436.348.Hepatocytes	2.6240127301999997e-09	1.92873597669e-09	0.0868385462366
A11.872.653.Neural.Stem.Cells	2.1229114950199998e-09	1.61351833655e-09	0.0941368132037
Erythro	4.09585759052e-08	2.38766700775e-08	0.04313390106000001
MEP	1.72981249185e-08	1.32293502119e-08	0.09551186330110001
Brain_Nucleus_accumbens_(basal_ganglia)	1.77074249105e-09	9.019322219419999e-10	0.0248070172769
T.4SP24int.Th	3.286024802e-09	1.4237778127900002e-09	0.010500630653899999
T.DP69+.Th	2.95260903183e-09	1.28408820843e-09	0.010741634786000001
B.T3.Sp	2.4990167008099998e-09	1.0868394156400001e-09	0.010742732385700001
proB.CLP.FL	2.97879648937e-09	1.36175398716e-09	0.014354102212799999
CD19Control	2.2412146928e-09	1.12680780443e-09	0.023350896831400004
Tgd.vg2+24ahi.e17.Th.v2	2.4594664130600003e-09	1.35008722599e-09	0.0342495554278
T.4SP69+.Th	2.50436999143e-09	1.3876038068700001e-09	0.0355517151326
B.FrF.BM	2.04367189281e-09	1.13833787431e-09	0.0363019848194
B.T2.Sp	2.00958734919e-09	1.14097928918e-09	0.0390952636047
proB.FrA.BM	2.77535176514e-09	1.85818969798e-09	0.06764294052559999
Tgd.vg2+24ahi.Th	2.21292572657e-09	1.4996217129899998e-09	0.0700181364095
proB.CLP.BM	1.6976025329999997e-09	1.16695893962e-09	0.07287291914699999
B.Fo.LN	2.30574964133e-09	1.59030894543e-09	0.0735466497529
B.Fo.Sp	1.59655069038e-09	1.1338898169800001e-09	0.0795611180653
Tgd.vg4+24ahi.e17.Th	1.88162092612e-09	1.35921859683e-09	0.0831271571764
ILC1.CD49b-.Lv	1.23378055779e-09	9.41865731195e-10	0.09510933106210001
NK.49H-.Sp	1.42268894019e-09	1.08859974053e-09	0.09562365955319999
T.DPbl.Th	1.51812862873e-09	1.1643007570999998e-09	0.0961342982726
Pancreas	3.7207889368000003e-09	9.37006523303e-10	3.57960467247e-05
Liver	1.80352622156e-09	1.15795134407e-09	0.0596741685333
Uterus	2.1248275717000002e-09	1.6073820496300002e-09	0.09309769707139999
Pancreatic_Islets__H3K27ac	1.740676649e-07	3.84640317511e-08	3.01312959987e-06
Pancreas__DNase	7.3720360176e-08	1.9705532145400002e-08	9.16084123075e-05
Pancreatic_Islets__H3K4me3	1.73328912262e-07	4.83651355585e-08	0.000169343341784
Pancreatic_Islets__H3K9ac	1.64793194981e-07	5.6543873751600004e-08	0.00178169023028
Pancreas__H3K27ac	9.36235896685e-08	3.23867679004e-08	0.00192132780109
Pancreatic_Islets__H3K4me1	3.73527816786e-08	1.3196863477299999e-08	0.00232428324698
Pancreas__H3K4me1	2.56197879535e-08	1.0169280197799999e-08	0.0058788950377
Pancreas__H3K4me3	9.65522353503e-08	3.86283617459e-08	0.006218141839899999
Liver__H3K9ac	5.7022341282300006e-08	2.31092890629e-08	0.006802870858939999
Foreskin_Melanocyte_Primary_Cells_skin01__H3K4me3	6.16513122199e-08	2.5508688264099996e-08	0.00782719491094
Pancreas__H3K36me3	4.53811802832e-08	1.9417570014200002e-08	0.009716487333540002
Fetal_Stomach__DNase	6.37217693013e-08	3.09441523778e-08	0.0197351114119
Gastric__H3K36me3	4.06454503615e-08	1.9758109448700003e-08	0.019835764616400003
Primary_B_cells_from_peripheral_blood__H3K4me3	5.6382226728e-08	2.87041384468e-08	0.0247503055812
Primary_hematopoietic_stem_cells_short_term_culture__H3K4me1	1.8883618390400003e-08	1.0244528899200001e-08	0.032643477550300004
Ganglion_Eminence_derived_primary_cultured_neurospheres__H3K4me3	7.111026043130001e-08	3.8924927199800004e-08	0.0338606660408
Fetal_Intestine_Small__H3K36me3	2.39110968316e-08	1.31035554041e-08	0.0340171694045
Ganglion_Eminence_derived_primary_cultured_neurospheres__H3K36me3	2.14928339282e-08	1.2152814990100002e-08	0.0384846862411
Colonic_Mucosa__H3K4me1	4.70464965448e-08	2.7808349433700002e-08	0.0453409217767
Colonic_Mucosa__H3K36me3	5.63959518622e-08	3.37966352472e-08	0.047589871881
Ovary__H3K27ac	3.3695631140599996e-08	2.0196200376299997e-08	0.0476167477489
Foreskin_Melanocyte_Primary_Cells_skin01__H3K27ac	3.36040805411e-08	2.0602857764500002e-08	0.05144096327409999
Pancreatic_Islets__H3K36me3	6.660114605009999e-08	4.09678019323e-08	0.0520072893615
Primary_hematopoietic_stem_cells_G-CSF-mobilized_Female__H3K27ac	2.9971245032599995e-08	1.8444270727200003e-08	0.052085293432
Fetal_Intestine_Large__H3K4me1	1.27638488113e-08	8.31756260783e-09	0.062445234373500004
Rectal_Mucosa_Donor_31__H3K9ac	3.44597220008e-08	2.2515457473299998e-08	0.062947526507
Fetal_Adrenal_Gland__H3K36me3	1.74774144301e-08	1.14589409514e-08	0.06360202425919999
Stomach_Mucosa__H3K4me1	2.9046396546599997e-08	1.90619851444e-08	0.0637810204601
Right_Ventricle__H3K27ac	1.9548261432599997e-08	1.2973797774299999e-08	0.06593745769949999
Brain_Substantia_Nigra__H3K36me3	3.8868453958199996e-08	2.59918385555e-08	0.0674037428606
Spleen__H3K27ac	2.36399608017e-08	1.62928496837e-08	0.07339816896160001
Adipose_Nuclei__H3K9ac	6.895942367430001e-08	4.81881465259e-08	0.0762086071773
Ovary__DNase	2.7479206261699998e-08	1.96401985105e-08	0.0808868845418
Fetal_Kidney__DNase	2.8176203242299997e-08	2.03117447914e-08	0.08269226227319999
Stomach_Mucosa__H3K36me3	7.26925261372e-08	5.2461049659099995e-08	0.08292727207089999
Adipose_Nuclei__H3K27ac	3.3784839008e-08	2.45864312278e-08	0.08470138163689998
Foreskin_Melanocyte_Primary_Cells_skin03__H3K4me1	9.96612374727e-09	7.3035428003800004e-09	0.0861956622285
Primary_B_cells_from_peripheral_blood__H3K27ac	1.7250172079799997e-08	1.2976153658299998e-08	0.0918621685928
Primary_hematopoietic_stem_cells_G-CSF-mobilized_Male__H3K4me1	1.4240022591299998e-08	1.0854534356799999e-08	0.0947775765708
Primary_hematopoietic_stem_cells__H3K36me3	2.41659876429e-08	1.8693324901299997e-08	0.0980469936667
